decision_date,execute_date,side,code,shares,limit_price,filled,reason,fill_price,target_cash
20241125,20241126,BUY,2444,23000,18.35,True,R10_FIXED_T1_LIMIT,18.35,424539.0807034302
20241127,20241128,SELL,6558,11000,,True,R7_REGIME_EXIT,36.45,
20241127,20241128,SELL,1569,6000,,True,R7_REGIME_EXIT,60.6,
20241127,20241128,SELL,2444,23000,,True,R7_REGIME_EXIT,17.6,
20241129,20241202,BUY,5244,7000,50.900000000000006,True,R10_FIXED_T1_LIMIT,50.9,357229.2175436657
20241129,20241202,BUY,6558,9000,37.5,False,LIMIT_NOT_TOUCHED,,
20241203,20241204,BUY,6005,14000,27.150000000000002,True,R10_FIXED_T1_LIMIT,23.7,390062.40697130025
20241204,20241205,SELL,5244,7000,,True,R7_RANK_EXIT,56.300000000000004,
20241204,20241205,BUY,6558,9000,44.35,False,LIMIT_NOT_TOUCHED,,
20241204,20241205,BUY,6426,4000,95.30000000000001,False,LIMIT_NOT_TOUCHED,,
20241210,20241211,BUY,3029,2000,152.0,False,LIMIT_NOT_TOUCHED,,
20241210,20241211,BUY,6691,661,655.0,True,R10_FIXED_T1_LIMIT,391.5,433214.9998784302
20241216,20241217,SELL,6691,661,,True,R7_REGIME_EXIT,381.5,
20241218,20241219,BUY,3019,2000,155.0,True,R10_FIXED_T1_LIMIT,155.0,430926.2564291302
20241218,20241219,BUY,2049,1000,279.0,True,R10_FIXED_T1_LIMIT,276.5,430926.2564291302
20241219,20241220,SELL,3019,2000,,True,R7_REGIME_EXIT,162.0,
20241219,20241220,SELL,2049,1000,,True,R7_REGIME_EXIT,290.0,
20241223,20241224,SELL,2618,4000,,True,R05_MAX_HOLD_60,45.7,
20241223,20241224,BUY,4571,1000,248.0,False,LIMIT_NOT_TOUCHED,,
20241223,20241224,BUY,2250,3000,122.5,False,LIMIT_NOT_TOUCHED,,
20241223,20241224,BUY,3059,11000,35.9,False,LIMIT_NOT_TOUCHED,,
20241224,20241225,SELL,2834,9000,,True,R05_MAX_HOLD_60,14.9,
20241224,20241225,BUY,2884,14000,27.5,True,R10_FIXED_T1_LIMIT,27.5,398866.5179083003
20241225,20241226,BUY,6922,2000,219.0,True,R10_FIXED_T1_LIMIT,219.0,439645.02098913025
20241225,20241226,BUY,4571,1000,268.5,True,R10_FIXED_T1_LIMIT,268.5,439645.02098913025
20241225,20241226,BUY,2233,1000,259.5,True,R10_FIXED_T1_LIMIT,259.5,439645.02098913025
20241230,20241231,SELL,6922,2000,,True,R7_RANK_EXIT,211.0,
20241230,20241231,SELL,4571,1000,,True,R7_RANK_EXIT,256.5,
20241230,20241231,BUY,5314,414,711.0,False,LIMIT_NOT_TOUCHED,,
20241230,20241231,BUY,2630,15,35.6,False,LIMIT_NOT_TOUCHED,,
20241231,20250102,BUY,5314,568,764.0,False,LIMIT_NOT_TOUCHED,,
20241231,20250102,BUY,4974,3000,137.0,True,R10_FIXED_T1_LIMIT,137.0,434707.88053913024
20250102,20250103,SELL,2233,1000,,True,R7_EXPOSURE_EXIT,274.5,
20250102,20250103,BUY,5314,544,801.0,True,R10_FIXED_T1_LIMIT,801.0,435752.5714391303
20250107,20250108,SELL,4974,3000,,True,R7_RANK_EXIT,125.5,
20250107,20250108,SELL,5314,544,,True,R7_RANK_EXIT,756.0,
20250107,20250108,BUY,8937,2000,166.5,False,LIMIT_NOT_TOUCHED,,
20250107,20250108,BUY,3645,1000,57.6,False,LIMIT_NOT_TOUCHED,,
20250107,20250108,BUY,6191,88,68.60000000000001,True,R10_FIXED_T1_LIMIT,68.6,6084.784921501065
20250108,20250109,SELL,6191,88,,True,R7_RANK_EXIT,69.3,
20250108,20250109,BUY,3645,6000,63.300000000000004,False,LIMIT_NOT_TOUCHED,,
20250108,20250109,BUY,8937,2000,164.5,False,LIMIT_NOT_TOUCHED,,
20250108,20250109,BUY,6683,780,480.0,True,R10_FIXED_T1_LIMIT,480.0,374745.6784256259
20250109,20250110,SELL,6683,780,,True,R7_REGIME_EXIT,463.0,
20250109,20250110,BUY,2888,27000,11.950000000000001,True,R10_FIXED_T1_LIMIT,11.95,327180.0849339352
20250121,20250122,BUY,6613,1000,236.0,False,LIMIT_NOT_TOUCHED,,
20250121,20250122,BUY,3081,733,490.5,False,LIMIT_NOT_TOUCHED,,
20250205,20250206,BUY,6140,13000,32.300000000000004,True,R10_FIXED_T1_LIMIT,32.3,425343.74838021025
20250205,20250206,BUY,6148,9000,32.9,True,R10_FIXED_T1_LIMIT,32.45,327311.6407327261
20250206,20250207,SELL,6140,13000,,True,R7_RANK_EXIT,33.2,
20250206,20250207,BUY,8096,2000,49.35,False,LIMIT_NOT_TOUCHED,,
20250207,20250210,BUY,8096,8000,52.900000000000006,True,R10_FIXED_T1_LIMIT,52.9,444115.79062521027
20250213,20250214,SELL,6148,9000,,True,R7_RANK_EXIT,39.650000000000006,
20250213,20250214,SELL,8096,8000,,True,R7_EXPOSURE_EXIT,65.60000000000001,
20250213,20250214,BUY,4971,857,160.5,True,R10_FIXED_T1_LIMIT,160.5,137696.30320550117
20250214,20250217,BUY,2034,19000,24.5,True,R10_FIXED_T1_LIMIT,24.5,467757.8264673603
20250217,20250218,SELL,2034,19000,,True,R7_RANK_EXIT,24.85,
20250217,20250218,BUY,8234,4000,86.0,False,LIMIT_NOT_TOUCHED,,
20250225,20250226,SELL,4971,857,,True,R7_RANK_EXIT,177.5,
20250225,20250226,BUY,3213,3000,135.0,True,R10_FIXED_T1_LIMIT,135.0,478178.20550236024
20250225,20250226,BUY,4534,16000,28.950000000000003,True,R10_FIXED_T1_LIMIT,28.95,477367.0227380013
20250303,20250304,SELL,4534,16000,,True,R7_EXPOSURE_EXIT,27.8,
20250303,20250304,BUY,8436,1000,140.0,False,LIMIT_NOT_TOUCHED,,
20250310,20250311,SELL,6005,14000,,True,R05_MAX_HOLD_60,26.55,
20250310,20250311,SELL,3213,3000,,True,R7_REGIME_EXIT,119.5,
20250331,20250401,SELL,2884,14000,,True,R05_MAX_HOLD_60,28.650000000000002,
20250409,20250410,SELL,2888,27000,,True,R05_HARD_STOP,10.850000000000001,
20250514,20250515,BUY,6499,3000,95.30000000000001,True,R10_FIXED_T1_LIMIT,79.0,379076.46768676874
20250514,20250515,BUY,6591,6000,62.5,False,LIMIT_NOT_TOUCHED,,
20250529,20250602,SELL,6499,3000,,True,R7_RANK_EXIT,110.5,
20250529,20250602,BUY,1325,10000,46.550000000000004,True,R10_FIXED_T1_LIMIT,41.0,468367.73522561026
20250529,20250602,BUY,3294,12000,37.2,True,R10_FIXED_T1_LIMIT,37.2,468367.73522561026
20250609,20250610,BUY,2889,26000,13.3,False,LIMIT_NOT_TOUCHED,,
20250609,20250610,BUY,1802,20000,17.0,True,R10_FIXED_T1_LIMIT,17.0,348607.7964093352
20250609,20250610,BUY,2884,11000,30.900000000000002,False,LIMIT_NOT_TOUCHED,,
20250610,20250611,SELL,1325,10000,,True,R7_RANK_EXIT,34.25,
20250610,20250611,SELL,3294,12000,,True,R7_RANK_EXIT,36.300000000000004,
20250610,20250611,BUY,2429,4000,77.0,True,R10_FIXED_T1_LIMIT,77.0,381488.1151502687
20250610,20250611,BUY,8932,2000,127.5,True,R10_FIXED_T1_LIMIT,127.5,381488.1151502687
20250610,20250611,BUY,5284,1000,188.0,False,LIMIT_NOT_TOUCHED,,
20250610,20250611,BUY,2889,12000,14.200000000000001,True,R10_FIXED_T1_LIMIT,14.2,171101.29152550106
20250611,20250612,SELL,2429,4000,,True,R7_RANK_EXIT,69.2,
20250611,20250612,BUY,5284,1000,198.5,False,LIMIT_NOT_TOUCHED,,
20250611,20250612,BUY,8038,9000,38.25,True,R10_FIXED_T1_LIMIT,38.25,378565.9348727687
20250612,20250613,BUY,2633,12000,28.35,False,LIMIT_NOT_TOUCHED,,
20250613,20250616,BUY,3167,2000,127.0,True,R10_FIXED_T1_LIMIT,127.0,375637.2534935187
20250617,20250618,SELL,8932,2000,,True,R7_RANK_EXIT,125.5,
20250617,20250618,BUY,6499,1000,160.5,True,R10_FIXED_T1_LIMIT,133.0,197092.9814312746
20250619,20250620,SELL,8038,9000,,True,R7_RANK_EXIT,37.9,
20250619,20250620,SELL,3167,2000,,True,R7_RANK_EXIT,123.0,
20250619,20250620,SELL,6499,1000,,True,R7_RANK_EXIT,128.0,
20250619,20250620,BUY,8210,419,463.5,False,LIMIT_NOT_TOUCHED,,
20250619,20250620,BUY,1616,4000,42.650000000000006,True,R10_FIXED_T1_LIMIT,42.65,194585.1807512746
20250619,20250620,BUY,8021,5000,34.300000000000004,False,LIMIT_NOT_TOUCHED,,
20250620,20250623,BUY,5475,6000,28.0,True,R10_FIXED_T1_LIMIT,27.3,192169.32597477458
20250620,20250623,BUY,8210,413,464.5,True,R10_FIXED_T1_LIMIT,464.5,192169.32597477458
20250627,20250630,SELL,1616,4000,,True,R7_RANK_EXIT,39.400000000000006,
20250627,20250630,SELL,5475,6000,,True,R7_RANK_EXIT,25.0,
20250627,20250630,SELL,8210,413,,True,R7_RANK_EXIT,482.5,
20250627,20250630,BUY,3040,2000,64.0,False,LIMIT_NOT_TOUCHED,,
20250627,20250630,BUY,6854,993,193.0,True,R10_FIXED_T1_LIMIT,193.0,191797.37595394207
20250627,20250630,BUY,8021,4000,41.0,False,LIMIT_NOT_TOUCHED,,
20250630,20250701,BUY,8021,4000,44.75,True,R10_FIXED_T1_LIMIT,44.75,191218.73546907457
20250630,20250701,BUY,3040,2000,68.10000000000001,True,R10_FIXED_T1_LIMIT,68.1,191218.73546907457
20250703,20250704,SELL,6854,993,,True,R7_RANK_EXIT,184.5,
20250703,20250704,SELL,3040,2000,,True,R7_RANK_EXIT,68.60000000000001,
20250703,20250704,BUY,5498,14000,13.100000000000001,True,R10_FIXED_T1_LIMIT,13.1,192802.0923650746
20250703,20250704,BUY,3577,2000,82.9,False,LIMIT_NOT_TOUCHED,,
20250704,20250707,BUY,2884,5000,33.15,False,LIMIT_NOT_TOUCHED,,
20250707,20250708,BUY,3577,2000,83.80000000000001,False,LIMIT_NOT_TOUCHED,,
20250709,20250710,BUY,3062,6000,25.55,True,R10_FIXED_T1_LIMIT,25.55,178462.2960637201
20250711,20250714,SELL,5498,14000,,True,R7_RANK_EXIT,12.8,
20250711,20250714,BUY,3715,3000,61.0,True,R10_FIXED_T1_LIMIT,61.0,197067.74959159212
20250718,20250721,SELL,8021,4000,,True,R7_RANK_EXIT,53.2,
20250718,20250721,SELL,3715,3000,,True,R7_RANK_EXIT,61.7,
20250718,20250721,BUY,3543,12000,30.6,True,R10_FIXED_T1_LIMIT,30.6,376138.5410148962
20250718,20250721,BUY,4760,2000,133.5,False,LIMIT_NOT_TOUCHED,,
20250722,20250723,BUY,6933,1000,212.0,True,R10_FIXED_T1_LIMIT,212.0,375026.2911013962
20250801,20250804,SELL,3543,12000,,True,R7_RANK_EXIT,38.900000000000006,
20250801,20250804,SELL,6933,1000,,True,R7_RANK_EXIT,218.5,
20250801,20250804,BUY,8033,5000,95.10000000000001,False,LIMIT_NOT_TOUCHED,,
20250801,20250804,BUY,5371,3000,83.4,False,LIMIT_NOT_TOUCHED,,
20250805,20250806,BUY,2645,3000,140.5,False,LIMIT_NOT_TOUCHED,,
20250805,20250806,BUY,8033,4000,99.9,False,LIMIT_NOT_TOUCHED,,
20250820,20250821,BUY,3625,22000,23.05,False,LIMIT_NOT_TOUCHED,,
20250820,20250821,BUY,2316,4000,110.5,True,R10_FIXED_T1_LIMIT,110.5,529796.3211657603
20250821,20250822,SELL,2316,4000,,True,R7_RANK_EXIT,108.0,
20250821,20250822,BUY,4555,10000,49.45,True,R10_FIXED_T1_LIMIT,49.45,528327.1809657603
20250821,20250822,BUY,2401,19000,24.6,False,LIMIT_NOT_TOUCHED,,
20250822,20250825,BUY,6449,3000,163.0,False,LIMIT_NOT_TOUCHED,,
20250901,20250902,SELL,4555,10000,,True,R7_RANK_EXIT,51.7,
20250901,20250902,BUY,5536,546,961.0,True,R10_FIXED_T1_LIMIT,961.0,525579.7863157602
20250901,20250902,BUY,2231,3000,107.5,True,R10_FIXED_T1_LIMIT,107.5,385744.405078001
20250902,20250903,SELL,1802,20000,,True,R05_MEGA_TRAIL,28.85,
20250902,20250903,SELL,2889,12000,,True,R05_MAX_HOLD_60,15.350000000000001,
20250903,20250904,SELL,5536,546,,True,R7_RANK_EXIT,864.0,
20250903,20250904,BUY,4976,8000,52.800000000000004,False,LIMIT_NOT_TOUCHED,,
20250903,20250904,BUY,2634,6000,65.7,True,R10_FIXED_T1_LIMIT,65.7,430871.4136300862
20250903,20250904,BUY,6456,6000,66.60000000000001,True,R10_FIXED_T1_LIMIT,66.6,430871.4136300862
20250904,20250905,SELL,2634,6000,,True,R7_RANK_EXIT,65.5,
20250904,20250905,SELL,6456,6000,,True,R7_RANK_EXIT,65.60000000000001,
20250904,20250905,BUY,4976,7000,56.300000000000004,True,R10_FIXED_T1_LIMIT,56.3,435352.44374364614
20250904,20250905,BUY,5438,14000,29.3,True,R10_FIXED_T1_LIMIT,29.05,435352.44374364614
20250905,20250908,SELL,4976,7000,,True,R7_RANK_EXIT,54.2,
20250905,20250908,SELL,5438,14000,,True,R7_RANK_EXIT,28.450000000000003,
20250905,20250908,BUY,6418,9000,47.2,False,LIMIT_NOT_TOUCHED,,
20250905,20250908,BUY,3048,8000,54.1,True,R10_FIXED_T1_LIMIT,46.2,434096.35969464615
20250905,20250908,BUY,5490,4000,32.9,False,LIMIT_NOT_TOUCHED,,
20250908,20250909,BUY,8088,10000,36.300000000000004,True,R10_FIXED_T1_LIMIT,36.3,391519.66721286013
20250908,20250909,BUY,8150,14000,27.400000000000002,True,R10_FIXED_T1_LIMIT,27.4,391519.66721286013
20250910,20250911,SELL,3048,8000,,True,R7_RANK_EXIT,44.550000000000004,
20250910,20250911,BUY,2208,13000,32.5,True,R10_FIXED_T1_LIMIT,28.85,438948.56379314617
20250912,20250915,SELL,2231,3000,,True,R7_RANK_EXIT,138.5,
20250912,20250915,BUY,6649,6000,70.0,True,R10_FIXED_T1_LIMIT,70.0,435985.62550989614
20250916,20250917,SELL,2208,13000,,True,R7_RANK_EXIT,26.650000000000002,
20250916,20250917,BUY,2342,18000,27.8,False,LIMIT_NOT_TOUCHED,,
20250917,20250918,SELL,6649,6000,,True,R7_RANK_EXIT,66.7,
20250917,20250918,BUY,3016,7000,58.2,True,R10_FIXED_T1_LIMIT,58.2,436238.7454841462
20250917,20250918,BUY,2342,14000,30.55,False,LIMIT_NOT_TOUCHED,,
20250925,20250926,SELL,3016,7000,,True,R7_RANK_EXIT,59.5,
20250925,20250926,BUY,5392,7000,57.2,True,R10_FIXED_T1_LIMIT,57.2,431771.11015814624
20250925,20250926,BUY,3628,7000,60.1,False,LIMIT_NOT_TOUCHED,,
20250926,20250930,SELL,5392,7000,,True,R7_RANK_EXIT,57.5,
20250926,20250930,BUY,6418,3000,73.5,True,R10_FIXED_T1_LIMIT,73.5,224629.85837734217
20250926,20250930,BUY,3628,3000,66.10000000000001,True,R10_FIXED_T1_LIMIT,66.1,224629.85837734217
20251002,20251003,SELL,3062,6000,,True,R05_MAX_HOLD_60,23.6,
20251002,20251003,BUY,2801,20000,19.950000000000003,True,R10_FIXED_T1_LIMIT,19.95,399972.38868286024
20251007,20251008,SELL,6418,3000,,True,R7_RANK_EXIT,73.60000000000001,
20251007,20251008,SELL,3628,3000,,True,R7_RANK_EXIT,72.8,
20251007,20251008,BUY,3581,8000,64.60000000000001,True,R10_FIXED_T1_LIMIT,63.1,520342.18367076025
20251007,20251008,BUY,8110,7000,22.85,True,R10_FIXED_T1_LIMIT,22.85,180949.8799580012
20251029,20251030,SELL,3581,8000,,True,R7_HARD_STOP,53.0,
20251030,20251031,SELL,8110,7000,,True,R7_RANK_EXIT,24.3,
20251030,20251031,BUY,2515,29000,14.9,False,LIMIT_NOT_TOUCHED,,
20251030,20251031,BUY,6411,4000,98.9,True,R10_FIXED_T1_LIMIT,98.9,443404.2546343962
20251104,20251105,SELL,6411,4000,,True,R7_HARD_STOP,83.60000000000001,
20251110,20251111,BUY,8131,12000,43.400000000000006,True,R10_FIXED_T1_LIMIT,43.4,523921.78546576033
20251110,20251111,BUY,8110,11000,31.05,False,LIMIT_NOT_TOUCHED,,
20251112,20251113,BUY,8110,9000,37.5,False,LIMIT_NOT_TOUCHED,,
20251114,20251117,SELL,8131,12000,,True,R7_RANK_EXIT,48.150000000000006,
20251114,20251117,BUY,2201,11000,42.45,True,R10_FIXED_T1_LIMIT,42.0,478117.37720800133
20251114,20251117,BUY,6265,526,20.450000000000003,True,R10_FIXED_T1_LIMIT,20.45,10768.134958001261
20251118,20251119,SELL,2201,11000,,True,R7_REGIME_EXIT,36.95,
20251118,20251119,SELL,6265,526,,True,R7_REGIME_EXIT,18.5,
20251126,20251127,BUY,8048,6000,63.800000000000004,False,LIMIT_NOT_TOUCHED,,
20251126,20251127,BUY,8390,5000,84.10000000000001,False,LIMIT_NOT_TOUCHED,,
20251127,20251128,BUY,8048,8000,66.3,True,R10_FIXED_T1_LIMIT,66.3,531763.2481643904
20251127,20251128,BUY,8390,3000,86.80000000000001,True,R10_FIXED_T1_LIMIT,86.8,343850.3898007767
20251205,20251208,SELL,8088,10000,,True,R05_MAX_HOLD_60,40.25,
20251205,20251208,BUY,3481,14000,14.3,True,R10_FIXED_T1_LIMIT,14.3,203629.53947450174
20251211,20251212,SELL,8048,8000,,True,R7_HARD_STOP,55.7,
20251211,20251212,SELL,8390,3000,,True,R7_RANK_EXIT,87.4,
20251211,20251212,BUY,8499,1000,388.0,True,R10_FIXED_T1_LIMIT,388.0,404206.7309745018
20251211,20251212,BUY,6443,924,17.150000000000002,False,LIMIT_NOT_TOUCHED,,
20251217,20251218,SELL,3481,14000,,True,R05_HARD_STOP,12.5,
20251217,20251218,BUY,5880,8000,24.6,True,R10_FIXED_T1_LIMIT,24.6,209074.17797770514
