decision_date,execute_date,side,code,shares,limit_price,filled,reason,fill_price
20240924,20240925,BUY,4716,6000,35.25,True,R7_DEEP_LIMIT,30.5
20240930,20241001,SELL,4716,6000,,True,R7_RANK_EXIT,29.0
20240930,20241001,BUY,4527,3000,59.300000000000004,True,R7_DEEP_LIMIT,59.300000000000004
20240930,20241001,BUY,3081,100,289.5,False,LIMIT_NOT_TOUCHED,
20241014,20241015,SELL,4527,3000,,True,R7_RANK_EXIT,57.800000000000004
20241014,20241015,BUY,4991,3000,59.5,True,R7_DEEP_LIMIT,59.5
20241014,20241015,BUY,6854,200,125.5,True,R7_DEEP_LIMIT,125.5
20241015,20241016,SELL,4991,3000,,True,R7_RANK_EXIT,60.7
20241015,20241016,BUY,6156,6000,37.0,True,R7_DEEP_LIMIT,37.0
20241015,20241016,BUY,6134,5000,41.7,True,R7_DEEP_LIMIT,41.7
20241016,20241017,SELL,6156,6000,,True,R7_RANK_EXIT,37.4
20241016,20241017,SELL,6134,5000,,True,R7_EXPOSURE_EXIT,43.7
20241016,20241017,BUY,4956,800,40.650000000000006,True,R7_DEEP_LIMIT,40.650000000000006
20241018,20241021,BUY,1595,3000,72.7,False,LIMIT_NOT_TOUCHED,
20241023,20241024,SELL,6854,200,,True,R7_RANK_EXIT,155.0
20241023,20241024,SELL,4956,800,,True,R7_RANK_EXIT,44.550000000000004
20241023,20241024,BUY,1528,10000,21.450000000000003,True,R7_DEEP_LIMIT,21.450000000000003
20241023,20241024,BUY,3447,3000,62.900000000000006,False,LIMIT_NOT_TOUCHED,
20241023,20241024,BUY,3551,1000,143.5,True,R7_DEEP_LIMIT,143.5
20241023,20241024,BUY,4576,1000,141.5,True,R7_DEEP_LIMIT,141.5
20241024,20241025,SELL,1528,10000,,True,R7_RANK_EXIT,20.55
20241024,20241025,SELL,3551,1000,,True,R7_RANK_EXIT,139.0
20241024,20241025,BUY,3447,3000,69.10000000000001,False,LIMIT_NOT_TOUCHED,
20241024,20241025,BUY,5202,7000,32.050000000000004,True,R7_DEEP_LIMIT,32.050000000000004
20241104,20241105,SELL,5202,7000,,True,R7_HARD_STOP,27.6
20241105,20241106,SELL,4576,1000,,True,R7_RANK_EXIT,138.0
20241105,20241106,BUY,4991,2000,81.80000000000001,True,R7_DEEP_LIMIT,81.80000000000001
20241105,20241106,BUY,8044,4000,50.1,False,LIMIT_NOT_TOUCHED,
20241105,20241106,BUY,6757,3000,67.3,True,R7_DEEP_LIMIT,67.3
20241112,20241113,SELL,4991,2000,,True,R7_RANK_EXIT,90.60000000000001
20241112,20241113,SELL,6757,3000,,True,R7_RANK_EXIT,64.10000000000001
20241112,20241113,BUY,3211,1000,167.0,True,R7_DEEP_LIMIT,149.5
20241112,20241113,BUY,3706,400,71.8,True,R7_DEEP_LIMIT,65.2
20241114,20241115,SELL,3211,1000,,True,R7_REGIME_EXIT,146.0
20241114,20241115,SELL,3706,400,,True,R7_REGIME_EXIT,69.8
20241115,20241118,BUY,8114,600,273.0,True,R7_DEEP_LIMIT,273.0
20241118,20241119,SELL,8114,600,,True,R7_REGIME_EXIT,265.0
20241119,20241120,BUY,3511,4000,44.2,True,R7_DEEP_LIMIT,44.2
20241119,20241120,BUY,6558,1000,30.6,True,R7_DEEP_LIMIT,30.6
20241125,20241126,SELL,3511,4000,,True,R7_RANK_EXIT,44.650000000000006
20241125,20241126,BUY,1569,3000,61.2,True,R7_DEEP_LIMIT,61.2
20241125,20241126,BUY,2444,12000,18.35,True,R7_DEEP_LIMIT,18.35
20241127,20241128,SELL,6558,1000,,True,R7_REGIME_EXIT,35.9
20241127,20241128,SELL,1569,3000,,True,R7_REGIME_EXIT,59.7
20241127,20241128,SELL,2444,12000,,True,R7_REGIME_EXIT,17.3
20241129,20241202,BUY,5244,3000,50.900000000000006,True,R7_DEEP_LIMIT,50.900000000000006
20241129,20241202,BUY,6558,800,37.5,False,LIMIT_NOT_TOUCHED,
20241204,20241205,SELL,5244,3000,,True,R7_RANK_EXIT,55.400000000000006
20241204,20241205,BUY,6558,4000,44.35,False,LIMIT_NOT_TOUCHED,
20241204,20241205,BUY,6426,2000,95.30000000000001,False,LIMIT_NOT_TOUCHED,
20241204,20241205,BUY,3211,800,264.0,True,R7_DEEP_LIMIT,231.0
20241210,20241211,SELL,3211,800,,True,R7_RANK_EXIT,199.0
20241210,20241211,BUY,3029,1000,152.0,False,LIMIT_NOT_TOUCHED,
20241218,20241219,BUY,3019,1000,155.0,True,R7_DEEP_LIMIT,155.0
20241218,20241219,BUY,2049,100,279.0,True,R7_DEEP_LIMIT,278.0
20241219,20241220,SELL,3019,1000,,True,R7_REGIME_EXIT,159.5
20241219,20241220,SELL,2049,100,,True,R7_REGIME_EXIT,285.5
20241223,20241224,BUY,4571,700,248.0,False,LIMIT_NOT_TOUCHED,
20241223,20241224,BUY,2250,200,122.5,False,LIMIT_NOT_TOUCHED,
20241225,20241226,BUY,6922,900,219.0,True,R7_DEEP_LIMIT,219.0
20241225,20241226,BUY,4571,800,268.5,True,R7_DEEP_LIMIT,268.5
20241225,20241226,BUY,2233,800,259.5,True,R7_DEEP_LIMIT,259.5
20241230,20241231,SELL,6922,900,,True,R7_RANK_EXIT,208.0
20241230,20241231,SELL,4571,800,,True,R7_RANK_EXIT,252.5
20241231,20250102,BUY,5314,200,764.0,False,LIMIT_NOT_TOUCHED,
20241231,20250102,BUY,4974,1000,137.0,True,R7_DEEP_LIMIT,137.0
20250102,20250103,SELL,2233,800,,True,R7_EXPOSURE_EXIT,270.0
20250107,20250108,SELL,4974,1000,,True,R7_RANK_EXIT,123.5
20250107,20250108,BUY,8937,1000,166.5,False,LIMIT_NOT_TOUCHED,
20250107,20250108,BUY,3645,3000,57.6,False,LIMIT_NOT_TOUCHED,
20250107,20250108,BUY,6191,3000,68.60000000000001,True,R7_DEEP_LIMIT,68.60000000000001
20250108,20250109,SELL,6191,3000,,True,R7_RANK_EXIT,68.3
20250108,20250109,BUY,3645,3000,63.300000000000004,False,LIMIT_NOT_TOUCHED,
20250108,20250109,BUY,8937,1000,164.5,False,LIMIT_NOT_TOUCHED,
20250108,20250109,BUY,6683,400,480.0,True,R7_DEEP_LIMIT,480.0
20250109,20250110,SELL,6683,400,,True,R7_REGIME_EXIT,456.0
20250121,20250122,BUY,6613,700,236.0,False,LIMIT_NOT_TOUCHED,
20250205,20250206,BUY,6140,5000,32.300000000000004,True,R7_DEEP_LIMIT,32.300000000000004
20250205,20250206,BUY,6148,900,32.9,True,R7_DEEP_LIMIT,32.65
20250206,20250207,SELL,6140,5000,,True,R7_RANK_EXIT,32.7
20250206,20250207,BUY,8096,4000,49.35,False,LIMIT_NOT_TOUCHED,
20250206,20250207,BUY,6485,3000,59.800000000000004,False,LIMIT_NOT_TOUCHED,
20250207,20250210,BUY,8096,3000,52.900000000000006,True,R7_DEEP_LIMIT,52.900000000000006
20250207,20250210,BUY,2468,6000,32.65,False,LIMIT_NOT_TOUCHED,
20250213,20250214,SELL,6148,900,,True,R7_RANK_EXIT,39.050000000000004
20250213,20250214,BUY,4971,200,160.5,True,R7_DEEP_LIMIT,160.5
20250214,20250217,SELL,8096,3000,,True,R7_RANK_EXIT,71.0
20250214,20250217,BUY,2034,8000,24.5,True,R7_DEEP_LIMIT,24.5
20250214,20250217,BUY,3609,3000,57.300000000000004,True,R7_DEEP_LIMIT,57.300000000000004
20250217,20250218,SELL,2034,8000,,True,R7_RANK_EXIT,24.5
20250217,20250218,BUY,8234,2000,86.0,False,LIMIT_NOT_TOUCHED,
20250217,20250218,BUY,1536,2000,77.10000000000001,False,LIMIT_NOT_TOUCHED,
20250225,20250226,SELL,4971,200,,True,R7_RANK_EXIT,174.5
20250225,20250226,SELL,3609,3000,,True,R7_RANK_EXIT,51.2
20250225,20250226,BUY,3213,1000,135.0,True,R7_DEEP_LIMIT,135.0
20250225,20250226,BUY,4534,7000,28.950000000000003,True,R7_DEEP_LIMIT,28.950000000000003
20250225,20250226,BUY,2032,10000,20.200000000000003,False,LIMIT_NOT_TOUCHED,
20250303,20250304,SELL,4534,7000,,True,R7_EXPOSURE_EXIT,27.35
20250303,20250304,BUY,8436,200,140.0,False,LIMIT_NOT_TOUCHED,
20250310,20250311,SELL,3213,1000,,True,R7_REGIME_EXIT,118.0
20250514,20250515,BUY,6499,2000,95.30000000000001,True,R7_DEEP_LIMIT,79.4
20250514,20250515,BUY,6591,3000,62.5,False,LIMIT_NOT_TOUCHED,
20250529,20250602,SELL,6499,2000,,True,R7_RANK_EXIT,109.0
20250529,20250602,BUY,1325,4000,46.550000000000004,True,R7_DEEP_LIMIT,41.25
20250529,20250602,BUY,3294,5000,37.2,True,R7_DEEP_LIMIT,37.2
20250610,20250611,SELL,1325,4000,,True,R7_RANK_EXIT,33.75
20250610,20250611,SELL,3294,5000,,True,R7_RANK_EXIT,35.75
20250610,20250611,BUY,2429,2000,77.0,True,R7_DEEP_LIMIT,77.0
20250610,20250611,BUY,8932,1000,127.5,True,R7_DEEP_LIMIT,127.5
20250610,20250611,BUY,5284,1000,188.0,False,LIMIT_NOT_TOUCHED,
20250611,20250612,SELL,2429,2000,,True,R7_RANK_EXIT,68.2
20250611,20250612,BUY,5284,1000,198.5,False,LIMIT_NOT_TOUCHED,
20250611,20250612,BUY,8038,5000,38.25,True,R7_DEEP_LIMIT,38.25
20250611,20250612,BUY,3167,1000,118.5,True,R7_DEEP_LIMIT,118.5
20250617,20250618,SELL,8932,1000,,True,R7_RANK_EXIT,123.5
20250617,20250618,BUY,6499,1000,160.5,True,R7_DEEP_LIMIT,134.0
20250617,20250618,BUY,4551,1000,115.0,False,LIMIT_NOT_TOUCHED,
20250619,20250620,SELL,8038,5000,,True,R7_RANK_EXIT,37.300000000000004
20250619,20250620,SELL,3167,1000,,True,R7_RANK_EXIT,121.5
20250619,20250620,SELL,6499,1000,,True,R7_RANK_EXIT,126.0
20250619,20250620,BUY,8210,400,463.5,False,LIMIT_NOT_TOUCHED,
20250619,20250620,BUY,1616,4000,42.650000000000006,True,R7_DEEP_LIMIT,42.650000000000006
20250619,20250620,BUY,8021,6000,34.300000000000004,False,LIMIT_NOT_TOUCHED,
20250620,20250623,BUY,5475,7000,28.0,True,R7_DEEP_LIMIT,27.450000000000003
20250620,20250623,BUY,8210,400,464.5,True,R7_DEEP_LIMIT,464.5
20250627,20250630,SELL,1616,4000,,True,R7_RANK_EXIT,38.800000000000004
20250627,20250630,SELL,5475,7000,,True,R7_RANK_EXIT,24.6
20250627,20250630,SELL,8210,400,,True,R7_RANK_EXIT,475.0
20250627,20250630,BUY,3040,3000,64.0,False,LIMIT_NOT_TOUCHED,
20250627,20250630,BUY,6854,1000,193.0,True,R7_DEEP_LIMIT,193.0
20250630,20250701,BUY,8021,4000,44.75,True,R7_DEEP_LIMIT,44.75
20250630,20250701,BUY,3040,2000,68.10000000000001,True,R7_DEEP_LIMIT,68.10000000000001
20250703,20250704,SELL,6854,1000,,True,R7_RANK_EXIT,181.5
20250703,20250704,SELL,3040,2000,,True,R7_RANK_EXIT,67.60000000000001
20250703,20250704,BUY,5498,15000,13.100000000000001,True,R7_DEEP_LIMIT,13.100000000000001
20250703,20250704,BUY,3577,2000,82.9,False,LIMIT_NOT_TOUCHED,
20250707,20250708,BUY,3577,2000,83.80000000000001,False,LIMIT_NOT_TOUCHED,
20250711,20250714,SELL,5498,15000,,True,R7_RANK_EXIT,12.600000000000001
20250711,20250714,BUY,3715,3000,61.0,True,R7_DEEP_LIMIT,61.0
20250711,20250714,BUY,8358,2000,71.10000000000001,False,LIMIT_NOT_TOUCHED,
20250718,20250721,SELL,8021,4000,,True,R7_RANK_EXIT,52.400000000000006
20250718,20250721,SELL,3715,3000,,True,R7_RANK_EXIT,60.800000000000004
20250718,20250721,BUY,3543,6000,30.6,True,R7_DEEP_LIMIT,30.6
20250718,20250721,BUY,4760,1000,133.5,False,LIMIT_NOT_TOUCHED,
20250718,20250721,BUY,6739,400,466.0,False,LIMIT_NOT_TOUCHED,
20250722,20250723,BUY,6933,900,212.0,True,R7_DEEP_LIMIT,212.0
20250722,20250723,BUY,4760,1000,137.0,False,LIMIT_NOT_TOUCHED,
20250801,20250804,SELL,3543,6000,,True,R7_RANK_EXIT,38.300000000000004
20250801,20250804,SELL,6933,900,,True,R7_RANK_EXIT,215.5
20250801,20250804,BUY,8033,2000,95.10000000000001,False,LIMIT_NOT_TOUCHED,
20250801,20250804,BUY,5371,2000,83.4,False,LIMIT_NOT_TOUCHED,
20250801,20250804,BUY,6291,1000,148.5,True,R7_DEEP_LIMIT,148.5
20250805,20250806,SELL,6291,1000,,True,R7_RANK_EXIT,132.0
20250805,20250806,BUY,2645,1000,140.5,False,LIMIT_NOT_TOUCHED,
20250805,20250806,BUY,8033,2000,99.9,False,LIMIT_NOT_TOUCHED,
20250805,20250806,BUY,3230,4000,50.400000000000006,False,LIMIT_NOT_TOUCHED,
20250805,20250806,BUY,5371,2000,87.60000000000001,False,LIMIT_NOT_TOUCHED,
20250820,20250821,BUY,3625,8000,23.05,False,LIMIT_NOT_TOUCHED,
20250820,20250821,BUY,2316,1000,110.5,True,R7_DEEP_LIMIT,110.5
20250820,20250821,BUY,4722,1000,115.0,True,R7_DEEP_LIMIT,115.0
20250821,20250822,SELL,2316,1000,,True,R7_RANK_EXIT,106.5
20250821,20250822,BUY,4555,4000,49.45,True,R7_DEEP_LIMIT,49.45
20250821,20250822,BUY,2401,8000,24.6,False,LIMIT_NOT_TOUCHED,
20250821,20250822,BUY,6449,1000,155.0,True,R7_DEEP_LIMIT,155.0
20250822,20250825,BUY,3219,2000,73.8,False,LIMIT_NOT_TOUCHED,
20250901,20250902,SELL,4722,1000,,True,R7_RANK_EXIT,139.5
20250901,20250902,SELL,4555,4000,,True,R7_RANK_EXIT,50.900000000000006
20250901,20250902,SELL,6449,1000,,True,R7_RANK_EXIT,169.5
20250901,20250902,BUY,5536,200,961.0,True,R7_DEEP_LIMIT,961.0
20250901,20250902,BUY,2231,1000,107.5,True,R7_DEEP_LIMIT,107.5
20250901,20250902,BUY,8935,7000,28.1,True,R7_DEEP_LIMIT,28.1
20250903,20250904,SELL,5536,200,,True,R7_RANK_EXIT,851.0
20250903,20250904,SELL,8935,7000,,True,R7_RANK_EXIT,29.400000000000002
20250903,20250904,BUY,4976,4000,52.800000000000004,False,LIMIT_NOT_TOUCHED,
20250903,20250904,BUY,2634,3000,65.7,True,R7_DEEP_LIMIT,65.7
20250904,20250905,SELL,2634,3000,,True,R7_RANK_EXIT,64.5
20250904,20250905,BUY,4976,3000,56.300000000000004,True,R7_DEEP_LIMIT,56.300000000000004
20250904,20250905,BUY,5438,7000,29.3,True,R7_DEEP_LIMIT,29.200000000000003
20250905,20250908,SELL,4976,3000,,True,R7_RANK_EXIT,53.400000000000006
20250905,20250908,SELL,5438,7000,,True,R7_RANK_EXIT,28.0
20250905,20250908,BUY,6418,4000,47.2,False,LIMIT_NOT_TOUCHED,
20250905,20250908,BUY,3048,3000,54.1,True,R7_DEEP_LIMIT,46.45
20250905,20250908,BUY,5490,6000,32.9,False,LIMIT_NOT_TOUCHED,
20250910,20250911,SELL,3048,3000,,True,R7_RANK_EXIT,43.900000000000006
20250910,20250911,BUY,2208,6000,32.5,True,R7_DEEP_LIMIT,29.0
20250910,20250911,BUY,6418,4000,49.550000000000004,False,LIMIT_NOT_TOUCHED,
20250912,20250915,SELL,2231,1000,,True,R7_RANK_EXIT,136.5
20250912,20250915,BUY,6649,3000,70.0,False,CAP_AT_EXECUTION,
20250912,20250915,BUY,7714,1000,159.0,True,R7_DEEP_LIMIT,159.0
20250916,20250917,SELL,2208,6000,,True,R7_RANK_EXIT,26.25
20250916,20250917,SELL,7714,1000,,True,R7_RANK_EXIT,149.0
20250916,20250917,BUY,6649,2000,70.0,True,R7_DEEP_LIMIT,70.0
20250916,20250917,BUY,2342,7000,27.8,False,LIMIT_NOT_TOUCHED,
20250916,20250917,BUY,6182,6000,31.3,True,R7_DEEP_LIMIT,31.3
20250916,20250917,BUY,3016,3000,52.900000000000006,False,LIMIT_NOT_TOUCHED,
20250917,20250918,SELL,6649,2000,,True,R7_RANK_EXIT,65.7
20250917,20250918,SELL,6182,6000,,True,R7_RANK_EXIT,32.1
20250917,20250918,BUY,3016,3000,58.2,True,R7_DEEP_LIMIT,58.2
20250917,20250918,BUY,2342,6000,30.55,False,LIMIT_NOT_TOUCHED,
20250917,20250918,BUY,2408,2000,71.8,False,LIMIT_NOT_TOUCHED,
20250925,20250926,SELL,3016,3000,,True,R7_RANK_EXIT,58.6
20250925,20250926,BUY,5392,3000,57.2,True,R7_DEEP_LIMIT,57.2
20250925,20250926,BUY,3628,3000,60.1,False,LIMIT_NOT_TOUCHED,
20250925,20250926,BUY,6418,2000,68.7,False,LIMIT_NOT_TOUCHED,
20250925,20250926,BUY,6510,100,1765.0,True,R7_DEEP_LIMIT,1765.0
20250926,20250930,SELL,5392,3000,,True,R7_RANK_EXIT,56.6
20250926,20250930,SELL,6510,100,,True,R7_RANK_EXIT,1760.0
20250926,20250930,BUY,6418,2000,73.5,True,R7_DEEP_LIMIT,73.5
20250926,20250930,BUY,3628,3000,66.10000000000001,True,R7_DEEP_LIMIT,66.10000000000001
20250926,20250930,BUY,3430,2000,68.60000000000001,False,LIMIT_NOT_TOUCHED,
20251007,20251008,SELL,6418,2000,,True,R7_RANK_EXIT,72.5
20251007,20251008,SELL,3628,3000,,True,R7_RANK_EXIT,71.7
20251007,20251008,BUY,3581,3000,64.60000000000001,True,R7_DEEP_LIMIT,63.5
20251007,20251008,BUY,8110,9000,22.85,False,CAP_AT_EXECUTION,
20251007,20251008,BUY,6425,2000,71.2,True,R7_DEEP_LIMIT,71.2
20251029,20251030,SELL,3581,3000,,True,R7_HARD_STOP,52.2
20251030,20251031,SELL,6425,2000,,True,R7_RANK_EXIT,69.5
20251030,20251031,BUY,2515,13000,14.9,False,LIMIT_NOT_TOUCHED,
20251030,20251031,BUY,6411,1000,98.9,True,R7_DEEP_LIMIT,98.9
20251030,20251031,BUY,8299,100,1085.0,True,R7_DEEP_LIMIT,1085.0
20251104,20251105,SELL,6411,1000,,True,R7_HARD_STOP,82.4
20251110,20251111,BUY,8131,600,43.400000000000006,True,R7_DEEP_LIMIT,43.400000000000006
20251112,20251113,SELL,8299,100,,True,R7_RANK_EXIT,1300.0
20251112,20251113,BUY,8110,5000,37.5,False,LIMIT_NOT_TOUCHED,
20251112,20251113,BUY,3060,6000,29.6,True,R7_DEEP_LIMIT,29.6
20251114,20251117,SELL,8131,600,,True,R7_RANK_EXIT,47.400000000000006
20251114,20251117,SELL,3060,6000,,True,R7_RANK_EXIT,29.400000000000002
20251114,20251117,BUY,8150,3000,46.95,True,R7_DEEP_LIMIT,46.95
20251114,20251117,BUY,2201,600,42.45,True,R7_DEEP_LIMIT,42.25
20251118,20251119,SELL,2201,600,,True,R7_HARD_STOP,36.4
20251118,20251119,SELL,8150,3000,,True,R7_REGIME_EXIT,45.150000000000006
20251126,20251127,BUY,8048,2000,63.800000000000004,False,LIMIT_NOT_TOUCHED,
20251126,20251127,BUY,8390,300,84.10000000000001,False,LIMIT_NOT_TOUCHED,
20251127,20251128,BUY,8048,2000,66.3,True,R7_DEEP_LIMIT,66.3
20251127,20251128,BUY,8390,2000,86.80000000000001,True,R7_DEEP_LIMIT,86.80000000000001
20251127,20251128,BUY,4903,4000,40.25,True,R7_DEEP_LIMIT,40.25
20251211,20251212,SELL,8048,2000,,True,R7_HARD_STOP,54.800000000000004
20251211,20251212,SELL,8390,2000,,True,R7_RANK_EXIT,86.10000000000001
20251211,20251212,SELL,4903,4000,,True,R7_RANK_EXIT,48.2
20251211,20251212,BUY,8499,500,388.0,True,R7_DEEP_LIMIT,388.0
20251211,20251212,BUY,6443,11000,17.150000000000002,False,LIMIT_NOT_TOUCHED,
