strategy,order_date,code,limit,open,low,expected,actual,expected_fill,actual_fill,status_match,fill_match,match,reason
R7,20250612,8038,38.25,39.05,37.15,FILLED,FILLED,38.25,38.25,True,True,True,
R7,20250618,6499,131.5,133.0,126.5,FILLED,FILLED,131.5,131.5,True,True,True,
R7,20250618,4551,115.0,121.0,117.5,MISSED,MISSED,,,True,True,True,
R7,20250620,8210,463.5,475.5,471.0,MISSED,MISSED,,,True,True,True,
R7,20250620,1616,42.650000000000006,43.55,42.2,FILLED,FILLED,42.65,42.650000000000006,True,True,True,
R7,20250630,3040,64.0,67.9,67.9,MISSED,MISSED,,,True,True,True,
R7,20250701,8021,44.75,46.0,43.6,FILLED,FILLED,44.75,44.75,True,True,True,
R7,20250701,3040,68.10000000000001,70.7,66.6,FILLED,FILLED,68.1,68.10000000000001,True,True,True,
R7,20250701,2360,433.5,442.5,437.0,MISSED,MISSED,,,True,True,True,
R7,20250708,3577,83.80000000000001,87.0,85.2,MISSED,MISSED,,,True,True,True,
R7,20250721,8358,81.9,86.4,85.5,MISSED,MISSED,,,True,True,True,
R7,20250721,3543,30.6,31.25,30.15,FILLED,FILLED,30.6,30.6,True,True,True,
R7,20250721,4760,133.5,140.5,139.0,MISSED,MISSED,,,True,True,True,
R7,20250723,6442,554.0,581.0,562.0,MISSED,MISSED,,,True,True,True,
R7,20250723,8358,85.2,89.9,88.3,MISSED,MISSED,,,True,True,True,
R7,20250806,8033,99.9,103.5,101.0,MISSED,MISSED,,,True,True,True,
R7,20250806,3230,50.400000000000006,52.5,50.8,MISSED,MISSED,,,True,True,True,
R7,20250806,2645,140.5,146.0,141.0,MISSED,MISSED,,,True,True,True,
R7,20250821,3625,23.05,24.0,23.1,MISSED,MISSED,,,True,True,True,
R7,20250821,2402,56.900000000000006,60.0,59.4,MISSED,MISSED,,,True,True,True,
R7,20250821,6919,173.5,180.0,180.0,MISSED,MISSED,,,True,True,True,
R7,20250822,6919,190.5,194.5,187.0,FILLED,FILLED,190.5,190.5,True,True,True,
R7,20250822,3625,23.05,24.0,22.1,FILLED,FILLED,23.05,23.05,True,True,True,
R7,20250822,4555,49.45,51.1,48.5,FILLED,FILLED,49.45,49.45,True,True,True,
R7,20250822,6449,155.0,161.5,155.0,FILLED,FILLED,155.0,155.0,True,True,True,
R7,20250904,4976,52.800000000000004,56.6,53.9,MISSED,MISSED,,,True,True,True,
R7,20250904,2634,65.7,69.6,64.2,FILLED,FILLED,65.7,65.7,True,True,True,
R7,20250905,4976,56.300000000000004,58.0,54.2,FILLED,FILLED,56.3,56.300000000000004,True,True,True,
R7,20250905,5438,29.3,29.05,28.05,FILLED,FILLED,29.2,29.05,True,False,False,
R7,20250908,3048,46.0,46.2,42.3,FILLED,FILLED,46.0,46.0,True,True,True,
R7,20250908,3704,36.15,36.9,35.9,FILLED,FILLED,36.15,36.15,True,True,True,
R7,20250911,2208,27.6,28.85,27.5,FILLED,FILLED,27.6,27.6,True,True,True,
R7,20250917,6182,31.3,31.7,31.0,FILLED,FILLED,31.3,31.3,True,True,True,
R7,20250918,3016,58.2,59.6,56.0,FILLED,FILLED,58.2,58.2,True,True,True,
R7,20250930,3628,66.10000000000001,68.6,63.6,FILLED,FILLED,66.1,66.10000000000001,True,True,True,
R7,20250930,3430,68.60000000000001,71.4,70.5,MISSED,MISSED,,,True,True,True,
R7,20251023,8103,79.5,79.2,79.2,FILLED,FILLED,79.5,79.2,True,False,False,
R7,20251106,2515,16.1,16.65,16.65,MISSED,MISSED,,,True,True,True,
R7,20251107,1314,9.55,10.5,9.26,FILLED,FILLED,9.55,9.55,True,True,True,
R7,20251107,2515,16.650000000000002,17.1,16.7,MISSED,MISSED,,,True,True,True,
R7,20251111,8131,43.400000000000006,46.25,43.4,MISSED,FILLED,,43.400000000000006,False,True,False,
R7,20251113,8110,37.5,40.6,40.55,MISSED,MISSED,,,True,True,True,
R7,20251113,3060,29.6,30.0,28.65,FILLED,FILLED,29.6,29.6,True,True,True,
R7,20251117,8150,46.95,50.5,46.0,FILLED,FILLED,46.95,46.95,True,True,True,
R7,20251127,8390,84.10000000000001,87.0,85.1,MISSED,MISSED,,,True,True,True,
R7,20251127,8048,63.800000000000004,66.1,65.3,MISSED,MISSED,,,True,True,True,
R7,20251128,8048,66.3,67.7,65.4,FILLED,FILLED,66.3,66.3,True,True,True,
R7,20251128,8390,86.80000000000001,89.1,86.5,FILLED,FILLED,86.8,86.80000000000001,True,True,True,
R7,20251203,7728,395.5,406.0,406.0,MISSED,MISSED,,,True,True,True,
R7,20251203,3163,305.5,319.0,311.5,MISSED,MISSED,,,True,True,True,
R7,20251224,4768,312.0,326.0,326.0,MISSED,MISSED,,,True,True,True,
R7,20251224,6788,328.0,338.0,337.5,MISSED,MISSED,,,True,True,True,
R0.5,20210105,2426,18.05,17.8,17.35,FILLED,FILLED,17.9,17.8,True,False,False,
R0.5,20210105,6288,34.9,35.55,35.3,MISSED,MISSED,,,True,True,True,
R0.5,20210105,1802,21.3,21.3,20.05,FILLED,FILLED,21.3,21.3,True,True,True,
R0.5,20210106,8215,30.5,31.75,29.0,FILLED,FILLED,30.5,30.5,True,True,True,
R0.5,20210108,6235,20.700000000000003,20.5,19.9,FILLED,FILLED,20.6,20.5,True,False,False,
R0.5,20210112,2886,29.85,29.95,29.75,FILLED,FILLED,29.85,29.85,True,True,True,
R0.5,20210413,2030,16.0,16.4,15.55,FILLED,FILLED,16.0,16.0,True,True,True,
R0.5,20210416,2884,26.75,26.95,26.75,FILLED,FILLED,26.75,26.75,True,True,True,
R0.5,20210420,1319,39.800000000000004,39.95,39.05,FILLED,FILLED,39.8,39.800000000000004,True,True,True,
R0.5,20210510,2889,17.900000000000002,17.9,17.8,FILLED,FILLED,17.9,17.9,True,True,True,
R0.5,20210602,8064,18.25,18.4,17.5,FILLED,FILLED,18.25,18.25,True,True,True,
R0.5,20210714,6160,24.900000000000002,26.25,24.6,FILLED,FILLED,24.9,24.900000000000002,True,True,True,
R0.5,20210805,5880,22.05,22.2,22.15,MISSED,MISSED,,,True,True,True,
R0.5,20210806,2344,35.6,35.0,34.0,FILLED,FILLED,35.2,35.0,True,False,False,
R0.5,20210830,2812,12.0,12.15,12.15,MISSED,MISSED,,,True,True,True,
R0.5,20210830,2884,27.55,27.8,27.7,MISSED,MISSED,,,True,True,True,
R0.5,20210830,2887,18.3,18.6,18.6,MISSED,MISSED,,,True,True,True,
R0.5,20210831,2880,20.55,20.7,20.45,FILLED,FILLED,20.55,20.55,True,True,True,
R0.5,20210831,2801,16.900000000000002,16.45,16.4,FILLED,FILLED,16.55,16.45,True,False,False,
R0.5,20210831,2371,30.1,30.25,29.8,FILLED,FILLED,30.1,30.1,True,True,True,
R0.5,20211207,5880,24.05,24.2,24.05,FILLED,FILLED,24.05,24.05,True,True,True,
R0.5,20221130,2884,24.35,24.4,24.3,FILLED,FILLED,24.35,24.35,True,True,True,
R0.5,20221130,2892,26.05,26.2,26.0,FILLED,FILLED,26.05,26.05,True,True,True,
R0.5,20221130,2890,17.650000000000002,17.65,17.5,FILLED,FILLED,17.65,17.65,True,True,True,
R0.5,20230519,5880,27.900000000000002,28.05,27.95,MISSED,MISSED,,,True,True,True,
R0.5,20230522,2885,23.3,23.45,23.3,FILLED,FILLED,23.3,23.3,True,True,True,
R0.5,20230808,8150,37.15,37.45,36.7,FILLED,FILLED,37.15,37.15,True,True,True,
R0.5,20231114,2607,33.1,33.3,33.05,FILLED,FILLED,33.1,33.1,True,True,True,
R0.5,20231115,2355,38.800000000000004,39.35,38.6,FILLED,FILLED,38.8,38.800000000000004,True,True,True,
R0.5,20231115,9945,35.300000000000004,36.15,35.85,MISSED,MISSED,,,True,True,True,
R0.5,20231116,2344,28.450000000000003,28.6,27.55,FILLED,FILLED,28.45,28.450000000000003,True,True,True,
R0.5,20231117,2801,17.55,17.65,17.6,MISSED,MISSED,,,True,True,True,
R0.5,20231120,2812,15.25,15.35,15.3,MISSED,MISSED,,,True,True,True,
R0.5,20231121,3059,39.050000000000004,40.45,37.65,FILLED,FILLED,39.05,39.050000000000004,True,True,True,
R0.5,20240110,3287,39.2,41.85,39.6,MISSED,MISSED,,,True,True,True,
R0.5,20240111,6163,21.55,21.5,20.6,FILLED,FILLED,21.55,21.5,True,False,False,
R0.5,20240131,2504,29.35,29.5,29.45,MISSED,MISSED,,,True,True,True,
R0.5,20240201,6179,34.550000000000004,34.75,34.3,FILLED,FILLED,34.55,34.550000000000004,True,True,True,
R0.5,20240220,1815,17.1,17.25,16.9,FILLED,FILLED,17.1,17.1,True,True,True,
R0.5,20240507,2889,15.4,15.6,15.5,MISSED,MISSED,,,True,True,True,
R0.5,20240508,2880,25.400000000000002,25.5,25.2,FILLED,FILLED,25.4,25.400000000000002,True,True,True,
R0.5,20240521,2884,29.25,29.3,28.4,FILLED,FILLED,29.25,29.25,True,True,True,
R0.5,20240926,2886,39.650000000000006,40.0,39.7,MISSED,MISSED,,,True,True,True,
R0.5,20240926,2892,27.55,27.75,27.65,MISSED,MISSED,,,True,True,True,
R0.5,20240926,5880,25.8,26.05,25.95,MISSED,MISSED,,,True,True,True,
R0.5,20240927,1402,38.0,38.35,37.55,FILLED,FILLED,38.0,38.0,True,True,True,
R0.5,20240930,2605,29.950000000000003,30.75,29.85,FILLED,FILLED,29.95,29.950000000000003,True,True,True,
R0.5,20240930,2014,21.3,22.15,21.7,MISSED,MISSED,,,True,True,True,
R0.5,20241021,3011,30.950000000000003,32.0,31.6,MISSED,MISSED,,,True,True,True,
R0.5,20241021,2885,33.300000000000004,33.5,32.55,FILLED,FILLED,33.3,33.300000000000004,True,True,True,
R0.5,20241022,3354,32.9,33.95,31.75,FILLED,FILLED,32.9,32.9,True,True,True,
R0.5,20241028,6288,30.8,32.4,30.9,MISSED,MISSED,,,True,True,True,
R0.5,20241029,9904,38.1,38.05,37.25,FILLED,FILLED,38.1,38.05,True,False,False,
R0.5,20250122,8096,39.0,40.0,38.3,FILLED,FILLED,39.0,39.0,True,True,True,
R0.5,20250203,2888,12.200000000000001,12.2,12.15,FILLED,FILLED,12.2,12.2,True,True,True,
R0.5,20250610,2889,13.3,13.4,13.4,MISSED,MISSED,,,True,True,True,
R0.5,20250610,2884,30.900000000000002,31.1,31.1,MISSED,MISSED,,,True,True,True,
R0.5,20250610,2890,23.950000000000003,23.9,23.85,FILLED,FILLED,23.95,23.9,True,False,False,
R0.5,20250911,1104,31.8,31.85,30.25,FILLED,FILLED,31.8,31.8,True,True,True,
R0.5,20250911,6005,23.55,23.85,23.5,FILLED,FILLED,23.55,23.55,True,True,True,
R0.5,20250912,2337,22.150000000000002,23.65,22.05,FILLED,FILLED,22.15,22.150000000000002,True,True,True,
R0.5,20251103,1608,32.85,33.8,33.35,MISSED,MISSED,,,True,True,True,
R0.5,20251104,6163,25.75,25.6,24.55,FILLED,FILLED,25.75,25.6,True,False,False,
R0.5,20251210,2367,27.650000000000002,27.0,26.0,FILLED,FILLED,27.15,27.0,True,False,False,
R0.5,20251210,4927,25.150000000000002,25.55,25.15,FILLED,FILLED,25.15,25.150000000000002,True,True,True,
