,short_layer,swing_layer,large_layer,combined_three_layer,0050_BH
2022-12-16,849921.903890625,659934.5461813749,1246683.0959333333,708517.2481045498,924069.5065
2022-12-19,849921.903890625,660668.4827188749,1251248.0959333333,709012.2481045498,918804.5065
2022-12-20,849921.903890625,660935.306503875,1238728.0959333333,706177.2481045498,902199.5065
2022-12-21,849921.903890625,660510.306503875,1238106.6494333332,706717.2481045498,905844.5065
2022-12-22,849921.903890625,661985.567003875,1240726.6494333332,709447.2481045498,920829.5065
2022-12-23,849921.903890625,662041.1841488751,1241881.6494333332,708832.2481045498,905439.5065
2022-12-26,849921.903890625,663176.1841488751,1245191.6494333332,711622.2481045498,908679.5065
2022-12-27,849921.903890625,661696.1841488751,1242846.6494333332,710337.2481045498,912729.5065
2022-12-28,849921.903890625,659367.216673875,1258691.6494333332,712967.2481045498,899769.5065
2022-12-29,849921.903890625,659667.973451375,1241191.6494333332,708837.2481045498,895719.5065
2022-12-30,849921.903890625,657610.839456375,1244156.6494333332,709074.9280445498,901389.5065
2023-01-03,849921.903890625,657610.839456375,1229691.6494333332,706399.9280445498,905844.5065
2023-01-04,849921.903890625,657610.839456375,1227191.6494333332,706559.9280445498,903819.5065
2023-01-05,849921.903890625,657729.968886375,1226001.6494333332,706408.5297395497,910299.5065
2023-01-06,849921.903890625,657729.968886375,1220838.721183333,705872.9440895497,914349.5065
2023-01-09,849921.903890625,657171.5113363749,1222078.721183333,706684.1560145497,946749.5065
2023-01-10,849921.903890625,657171.5113363749,1222233.721183333,706669.1560145497,950394.5065
2023-01-11,849921.903890625,657171.5113363749,1221148.721183333,704959.1560145497,951204.5065
2023-01-12,849921.903890625,657171.5113363749,1219288.721183333,703914.1560145497,947154.5065
2023-01-13,849921.903890625,657225.059716375,1220218.721183333,704489.1560145497,958089.5065
2023-01-16,849921.903890625,656865.059716375,1220528.721183333,706509.1560145497,965379.5065
2023-01-17,849921.903890625,656655.850036375,1219598.721183333,705119.1560145497,965379.5065
2023-01-30,849921.903890625,656161.815736375,1219133.721183333,707404.1560145497,986439.5065
2023-01-31,849921.903890625,653161.815736375,1213343.8547198116,706289.1560145497,966999.5065
2023-02-01,849921.903890625,651862.9076863751,1215965.4426385616,707290.7236645496,972669.5065
2023-02-02,849921.903890625,651862.9076863751,1209047.4555160617,707610.7236645496,988869.5065
2023-02-03,849921.903890625,651862.9076863751,1200412.8368285615,701342.0287145496,988869.5065
2023-02-06,848739.613615625,651862.9076863751,1196792.8368285615,701378.0757270496,974694.5065
2023-02-07,844227.099635625,651862.9076863751,1207192.8368285615,699719.4262170496,972669.5065
2023-02-08,844227.099635625,653570.2108883751,1210647.8368285615,704024.9458650496,987654.5065
2023-02-09,844227.099635625,654076.2108883751,1222947.8368285615,708563.9458650496,988059.5065
2023-02-10,844227.099635625,654140.7749808751,1229517.8368285615,705589.4111575496,988869.5065
2023-02-13,844227.099635625,650429.7749808751,1247892.8368285615,706834.3501575496,986844.5065
2023-02-14,844227.099635625,647676.1284108751,1249317.8368285615,706770.0410675496,994134.5065
2023-02-15,844227.099635625,641527.9001818751,1248157.8368285615,704386.6474515495,971454.5065
2023-02-16,844227.099635625,641527.9001818751,1262627.8368285615,712581.6474515495,983199.5065
2023-02-17,844227.099635625,641527.9001818751,1273432.8368285615,715136.6474515495,970644.5065
2023-02-20,844227.099635625,641527.9001818751,1285157.8368285615,717916.6474515495,972669.5065
2023-02-21,844227.099635625,641527.9001818751,1309257.8368285615,731806.6474515495,972264.5065
